catalogue_group,resource_type,title,url,last_modified,page_detail,synopsis
Resource,Policy,Family Sensitive Policy and Practice Toolkit,https://emergingminds.com.au/resources/family-sensitive-policy-practice-toolkit/,2021-06-16T07:38:52+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Access a comprehensive list of ideas and practical suggestions to help organisations create more child and family sensitive policy and practice.
Resource,Policy,National Mental Health Recovery Framework – Policy and Theory,https://emergingminds.com.au/resources/national-mental-health-recovery-framework-policy-and-theory/,2023-12-28T04:01:10+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","A national framework outlining the policy context for a move to recovery-oriented practitioner approaches, citing relevant research."
Resource,Policy,Policy Briefing Paper: Complexity in kinship care in Victoria,https://emergingminds.com.au/resources/policy-briefing-paper-complexity-in-kinship-care-in-victoria/,2025-09-18T04:43:34+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Baptcare OzChild and Anchor proposed this research to understand more about how complex issues were impacting children and families in kinship care.
Resource,Resource,1 Giant Mind v2 – Meditation,https://emergingminds.com.au/resources/1-giant-mind-v2-meditation/,2021-05-04T06:14:52+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","presents '1 Giant Mind v2' – a free app which teaches the user how to meditate in order to feel more calm, rested and present."
Resource,Resource,1. What is Fetal Alcohol Spectrum Disorder (FASD)?,https://emergingminds.com.au/resources/what-is-fetal-alcohol-spectrum-disorder-fasd/,2023-04-26T23:28:05+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",FASD refers to the developmental difficulties caused by exposure of the developing fetus to alcohol in utero. Explore the ongoing impacts.
Resource,Resource,10 ways to support your child during the bushfire season,https://emergingminds.com.au/resources/10-ways-to-support-your-child-during-the-bushfire-season/,2022-10-28T00:50:32+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",offers 10 tips for parents and caregivers to guide children when traumatic events such as bushfires and heavy smoke occur.
Resource,Resource,12 tips to support your child through drought,https://emergingminds.com.au/resources/12-tips-to-support-your-child-through-drought/,2025-04-09T00:06:07+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",These 13 practical tips will help you to support the mental health and wellbeing of your child (as well as your own) through a drought.
Resource,Resource,13 HEALTH – Health advice over the phone,https://emergingminds.com.au/resources/13-health-health-advice-over-the-phone/,2021-04-01T01:09:42+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",13 HEALTH is a phone service which aims to support Aboriginal and Torres Strait Islander peoples within community to access timely health assessment and advice.
Resource,Resource,16 tips to support your child’s recovery after a bushfire,https://emergingminds.com.au/resources/16-tips-to-support-your-childs-recovery-after-a-bushfire/,2025-06-11T06:05:59+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",All children cope differently with traumatic events. These 16 tips will help parents support their child's recovery after a bushfire.
Resource,Resource,16 tips to support your child’s recovery after a flood,https://emergingminds.com.au/resources/16-tips-to-support-your-childs-recovery-after-a-flood/,2025-06-11T06:10:35+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Learn simple, practical ways to support your child's mental health and recovery after a flood in this free resource for parents."
Resource,Resource,2. Understanding the impacts of Fetal Alcohol Spectrum Disorder (FASD) on child mental health,https://emergingminds.com.au/resources/understanding-the-impacts-of-fetal-alcohol-spectrum-disorder-fasd-on-child-mental-health/,2023-04-27T01:25:24+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Explore how Fetal Alcohol Spectrum Disorder (FASD) can affect a child’s mental health, and the key challenges for service providers."
Resource,Resource,3. How to support children living with Fetal Alcohol Spectrum Disorder (FASD),https://emergingminds.com.au/resources/how-to-support-children-living-with-fasd/,2023-04-27T05:22:35+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Practitioners working with families need to understand the likely impact of FASD on children’s lives. Read on to learn how you can support them.
Resource,Resource,4. How to support caregivers and families living with Fetal Alcohol Spectrum Disorder (FASD),https://emergingminds.com.au/resources/how-to-support-caregivers-and-families-living-with-fetal-alcohol-spectrum-disorder-fasd/,2021-04-12T05:00:01+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","We've identified some of the key issues that families living with FASD describe as important, and that are helpful for practitioners to understand."
Resource,Resource,5. Systems and service supports for children and families living with Fetal Alcohol Spectrum Disorder (FASD),https://emergingminds.com.au/resources/systems-and-service-supports-for-children-and-families-living-with-fetal-alcohol-spectrum-disorder-fasd/,2023-04-27T05:46:20+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This resource outlines broader issues related the provision of appropriate services and supports for children and families living with FASD.
Resource,Resource,8 tips to help your child manage back-to-school anxiety,https://emergingminds.com.au/resources/8-tips-to-help-your-child-manage-back-to-school-anxiety/,2024-02-06T05:01:51+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Learn quick, simple ways you can support your child to identify and manage any feelings of back-to-school anxiety."
Resource,Resource,A culturally safe research process in mental health,https://emergingminds.com.au/resources/a-culturally-safe-research-process-in-mental-health/,2024-03-28T00:33:27+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Learn how to conduct culturally safe mental health research to support the wellbeing of Aboriginal and Torres Strait Islander peoples.
Resource,Resource,A Monster ate my Mum,https://emergingminds.com.au/resources/monster-ate-mum-2/,2024-01-15T00:13:41+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Written in rhyme, this children's book by Jen Faulkner looks at postnatal depression (PND) from a child's perspective."
Resource,Resource,A stitch in time saves nine: Preventing and responding to the abuse and neglect of infants,https://emergingminds.com.au/resources/a-stitch-in-time-saves-nine-preventing-and-responding-to-the-abuse-and-neglect-of-infants/,2021-04-07T05:38:08+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This research paper from CFCA discusses the risk of infant abuse and neglect and discusses interventions to address this.
Resource,Resource,Aboriginal and Torres Strait Islander children and the effects of intergenerational trauma,https://emergingminds.com.au/resources/aboriginal-children-and-the-effects-of-intergenerational-trauma/,2023-02-07T06:08:43+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This webinar explores the effects of intergenerational trauma on Aboriginal and Torres Strait Islander children and families.
Resource,Resource,Aboriginal and Torres Strait Islander dads matter,https://emergingminds.com.au/resources/aboriginal-and-torres-strait-islander-dads-matter/,2026-05-05T03:53:00+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Aboriginal and Torres Strait Islander dads and parents share stories and advice on pregnancy, birthing and parenting."
Resource,Resource,Aboriginal and Torres Strait Islander family violence practice profile example,https://emergingminds.com.au/resources/aboriginal-and-torres-strait-islander-family-violence-practice-profile-example/,2021-07-02T02:32:42+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",An example of a family and domestic violence practice profile when working with Aboriginal and Torres Strait Islander people.
Resource,Resource,Aboriginal and Torres Strait Islander mainstream service experience – where are we now? How data has shaped our response,https://emergingminds.com.au/resources/aboriginal-mainstream-service-experience-where-are-we-now-how-data-has-shaped-our-response/,2021-06-09T01:33:54+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This article reflects on the Aboriginal and Torres Strait Islander mainstream service experience and how this can inform best practice.
Resource,Resource,Aboriginal and Torres Strait Islander social and emotional wellbeing learning pathway,https://emergingminds.com.au/resources/aboriginal-and-torres-strait-islander-social-and-emotional-wellbeing-learning-pathway/,2025-02-26T04:41:56+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This suite of free online courses are for Aboriginal and Torres Strait Islander and non-Indigenous practitioners who work with Aboriginal and Torres Strait Islander children, families, and communities."
Resource,Resource,About Separation Anxiety,https://emergingminds.com.au/resources/about-separation-anxiety/,2024-01-15T02:59:06+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This website, from Early Childhood Australia, offers information for parents to help them understand a child's separation anxiety."
Resource,Resource,About suicide – For young people,https://emergingminds.com.au/resources/suicide-young-people/,2021-07-14T06:33:13+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This section of the ReachOut website is for young people who want to better understand suicide including prevention strategies and support.
Resource,Resource,ACEs and their health impacts,https://emergingminds.com.au/resources/background-to-aces-and-impacts/,2022-05-22T23:40:25+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Learn about adverse childhood experiences (ACEs) and their significant impacts on health and mental health of children.
Resource,Resource,Acute Stress Disorder,https://emergingminds.com.au/resources/acute-stress-disorder/,2017-11-07T05:44:27+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This webpage specifically describes to teenagers and young adults the causes, signs and symptoms, and how to manage acute stress disorder."
Resource,Resource,ADHD Parenting Tips,https://emergingminds.com.au/resources/adhd-parenting-tips/,2021-04-07T07:09:39+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Does your child have attention deficit hyperactivity disorder (ADHD)? Learn what you can do to manage common ADHD challenges.
Resource,Resource,Adjusting to parenthood: Fathers and non-birthing parents,https://emergingminds.com.au/resources/adjusting-to-parenthood-fathers-and-non-birthing-parents/,2024-02-22T06:02:48+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This resource offers information and advice on adjusting to parenthood, written especially for fathers and non-birthing parents."
Resource,Resource,Adjusting to parenthood: Mothers and birthing parents,https://emergingminds.com.au/resources/adjusting-to-parenthood-mothers-and-birthing-parents/,2024-02-22T06:02:14+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This resource offers information and advice regarding adjusting to parenthood for mothers/birthing parents.
Resource,Resource,"Adolescent bullying, schools and building your child’s resilience",https://emergingminds.com.au/resources/adolescent-bullying-schools-and-building-your-childs-resilience/,2021-04-07T07:20:23+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This article from the Raising Children Network discusses adolescent bullying, what parents/caregivers should look out for, and how to help."
Resource,Resource,Adoption (for children),https://emergingminds.com.au/resources/adoption-in-a-way-children-can-understand-emerging-minds/,2021-04-09T03:36:21+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This resource explains adoption in a way children can understand.What is adoption? Why do people adopt children? Feelings about being adopted?
Resource,Resource,Adult mental health learning pathway,https://emergingminds.com.au/resources/adult-mental-health-learning-pathway/,2023-12-26T08:48:47+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",These online courses are designed to help your work in adult services with parents with mental health difficulties significantly impacting them.
Resource,Resource,Adverse Childhood Experiences (ACEs) toolkit,https://emergingminds.com.au/resources/adverse-childhood-experiences-aces-toolkit/,2026-05-28T10:20:34+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Explore this toolkit to obtain information, advice and practical tools for individuals and professionals who work with, or care for, children who have had adverse childhood experiences (ACEs)."
Resource,Resource,Adverse Childhood Experiences (ACEs): Summary of evidence and impacts,https://emergingminds.com.au/resources/adverse-childhood-experiences-aces-summary-of-evidence-and-impacts/,2026-06-02T03:55:54+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This fact sheet provides information on Adverse Childhood Experiences (ACEs) - their impact, resilience and protective factors, and emerging initiatives."
Resource,Resource,Advice for Community Mental Health Services Working with Parents who Experience Mental Illness and Their Families,https://emergingminds.com.au/resources/advice-community-mental-health-services-working-parents-experience-mental-illness-families/,2024-01-15T00:42:25+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Advice for community mental health services working with parents with mental illness. Recommendations about how to work with parents, partners and carers, their children and young people."
Resource,Resource,Advice for Early Childhood Workers Supporting Families with Parents who Experience Mental Illness,https://emergingminds.com.au/resources/advice-early-childhood-workers-supporting-families-parents-experience-mental-illness/,2024-01-15T00:43:52+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Visit the following website fo advice for Early Childhood Workers who support families with parents who experience mental illness.
Resource,Resource,Advice for General Practitioners Working with Parents who Experience Mental Illness and Their Families,https://emergingminds.com.au/resources/gps-working-with-parents-who-experience-mental-illness-emerging-minds/,2024-01-11T06:20:38+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Advice for General Practitioners who work with parents who experience mental illness. Resources include new Mental Health Treatment plans who incorporate parent and child needs, flowchart guidelines and online eLearning courses."
Resource,Resource,Advice for inpatient mental health services supporting families with parents who experience mental illness,https://emergingminds.com.au/resources/advice-inpatient-mental-health-services-supporting-families-parents-experience-mental-illness/,2024-01-15T02:32:09+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Find out about the advice for inpatient mental health workers who support families with parents who experience mental illness.
Resource,Resource,Advice for youth and community health services supporting families with parents who experience mental illness,https://emergingminds.com.au/resources/advice-youth-community-health-services-supporting-families-parents-experience-mental-illness/,2024-01-15T02:32:19+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Advice for youth and community health workers who work with parents who experience mental illness and their families.
Resource,Resource,Alcohol,https://emergingminds.com.au/resources/alcohol-2/,2024-01-11T02:54:25+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Find out about how as an young adult and teenager, you can help your friends with their alcohol use."
Resource,Resource,Alcohol,https://emergingminds.com.au/resources/alcohol/,2024-01-11T02:54:57+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read this short fact sheet to learn about alcohol and alcohol addiction for teenagers and young adults.
Resource,Resource,Alcohol Addiction,https://emergingminds.com.au/resources/alcohol-addiction/,2024-01-11T02:52:33+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This webpage helps teenagers and young adults understand alcohol addiction.
Resource,Resource,Alcohol and Drug Problems,https://emergingminds.com.au/resources/alcohol-drug-problems/,2024-01-11T03:11:32+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read this short fact sheet with information for young people about alcohol and drug problems. Read more here.
Resource,Resource,Alcohol and Drug Problems in Young People,https://emergingminds.com.au/resources/alcohol-drug-problems-young-people/,2024-01-11T03:11:42+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read this fact sheet that provides information for families about alcohol and drug problems in young people.
Resource,Resource,Alcohol and other drugs (AOD) learning pathway,https://emergingminds.com.au/resources/alcohol-and-other-drugs-aod-learning-pathway/,2024-01-11T02:47:30+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Support children’s mental health in your work by checking out Emerging Minds' AOD learning pathway free online courses.
Resource,Resource,Alcohol and other drugs use in young people,https://emergingminds.com.au/resources/alcohol-drugs-use-young-people/,2024-01-11T02:58:16+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This webpage provides information for parents and carers about the issue of alcohol and other drug use in children and young people and provide tips on ways to deal with it.
Resource,Resource,All about autism,https://emergingminds.com.au/resources/all-about-autism/,2021-06-08T08:03:47+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Find out more about the developmental disorder ‘autism’. Written specifically for young people (to 25 years).
Resource,Resource,All babies count: Prevention and protection for vulnerable babies,https://emergingminds.com.au/resources/all-babies-count-prevention-and-protection-for-vulnerable-babies/,2021-05-25T02:55:54+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read about the issue of maltreatment in pregnancy and information on working with vulnerable families and children during the perinatal period and infancy.
Resource,Resource,All treatment,https://emergingminds.com.au/resources/all-treatment/,2021-06-08T08:02:34+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This website is an independent drug rehab centre directory and substance abuse information resource based in the United States.
Resource,Resource,Amphetamines,https://emergingminds.com.au/resources/amphetamines/,2024-01-11T02:55:06+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read this fact sheet explaining amphetamine use for teenagers and young adults.
Resource,Resource,An exploration of the use of family therapy in a Perinatal Infant Mental Health Service,https://emergingminds.com.au/resources/an-exploration-of-the-use-of-family-therapy-in-a-perinatal-infant-mental-health-service/,2021-10-26T04:31:04+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read the following short article adapted from a paper: ‘Does a perinatal infant mental health team hold the family in mind? Opportunities and challenges for working systemically in this specialised field’.
Resource,Resource,An introduction to trauma and adversity workshop,https://emergingminds.com.au/resources/an-introduction-to-trauma-and-adversity-workshop/,2021-03-01T04:57:12+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",The content for this workshop has been drawn from the Emerging Minds Community Trauma Toolkit.
Resource,Resource,An overview of child participation: Key issues for organisations and practitioners,https://emergingminds.com.au/resources/an-overview-of-child-participation-key-issues-for-organisations-and-practitioners/,2024-02-05T02:41:35+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Read about children’s participation in decision-making processes. The benefits of participation for children, organisations, practitioners and the community, and provides an overview of key factors that practitioners and organisations should consider when..."
Resource,Resource,An overview of Emerging Minds Focus,https://emergingminds.com.au/resources/an-overview-of-emerging-minds-focus/,2025-06-26T03:50:52+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Learn how the Emerging Minds Focus tool can help you to motivate, plan and track quality improvement in your organisation, to support the mental health and wellbeing of infants, children and their families."
Resource,Resource,Anna and the Sea – A story to help children understand a parent’s mental illness,https://emergingminds.com.au/resources/anna-sea-story-help-children-understand-parents-mental-illness/,2021-05-25T04:19:34+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Read the book Anna and the Sea, to help children understand a parent;s mental illness. Relevant to audiences of 7 to 12 years of age."
Resource,Resource,Anorexia nervosa,https://emergingminds.com.au/resources/anorexia-nervosa/,2021-06-08T08:01:24+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Information for young people. Learn about what anorexia nervosa is, treatment for anorexia nervosa and links to other fact sheets."
Resource,Resource,Anorexia nervosa,https://emergingminds.com.au/resources/anorexia-nervosa-2/,2021-06-08T08:01:40+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Information for young people. Learn about what anorexia nervosa is, treatment for anorexia nervosa and links to other fact sheets."
Resource,Resource,Anxiety,https://emergingminds.com.au/resources/anxiety-3/,2021-06-02T05:53:22+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Read this fact sheet to get information about what is anxiety, what are the symptoms and how can you help someone with anxiety."
Resource,Resource,Anxiety,https://emergingminds.com.au/resources/anxiety/,2021-06-08T08:12:46+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Do you wonder what anxiety is? How can you know if what you're feeling is anxiety? Visit the following website to find out more.
Resource,Resource,Anxiety and depression,https://emergingminds.com.au/resources/anxiety-and-depression/,2021-06-08T08:01:10+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This booklet provides you with information on anxiety and depression for young people. As well as resources for supporting young people.
Resource,Resource,Anxiety and phobias,https://emergingminds.com.au/resources/anxiety-and-phobias/,2021-06-08T08:00:26+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This information is for teenagers and young people about anxiety and phobias, treatment for anxiety disorders and phobias."
Resource,Resource,Anxiety disorders,https://emergingminds.com.au/resources/anxiety-disorders/,2021-06-08T07:59:43+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Read this factsheet for teenagers and young people about anxiety disorders. It cover what anxiety is, physical signs, changes, panic attacks and what to do now."
Resource,Resource,Anxiety disorders,https://emergingminds.com.au/resources/anxiety-disorders-2/,2021-06-08T08:00:12+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Information for teenagers and young adults that explains all about anxiety disorders including: what is it, symptoms and different diagnoses."
Resource,Resource,Anxiety Disorders in Young People,https://emergingminds.com.au/resources/anxiety-disorders-young-people/,2024-01-11T05:11:56+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Information for family members of young people living with anxiety. Learn about what anxiety disorders are, the signs and what to do next."
Resource,Resource,Anxiety in children and young people,https://emergingminds.com.au/resources/anxiety-children-young-people/,2024-01-11T05:16:47+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","As a parent and carer, learn about the the impact of anxiety on children and young people and things they can do to assist them to manage."
Resource,Resource,Anxiety in primary school-aged children,https://emergingminds.com.au/resources/anxiety-in-primary-school-aged-children/,2024-01-19T05:03:31+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Providing strategies for parents to support anxiety in primary school-aged children, and guidance on when to seek further support."
Resource,Resource,Anxiety in toddlers and preschoolers,https://emergingminds.com.au/resources/anxiety-in-toddlers-and-preschoolers/,2022-10-27T05:42:59+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Learn to recognise anxiety in toddlers and preschool aged children and ways to prevent anxiety and build resilience in young children.
Resource,Resource,Anxiety in young people,https://emergingminds.com.au/resources/anxiety-in-young-people/,2026-04-28T06:43:16+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Parents develop their understanding of anxiety in young people to help teens manage their anxiety and seek professional support if needed.
Resource,Resource,Anxiety – information for health professionals,https://emergingminds.com.au/resources/anxiety-information-health-professionals/,2021-06-08T08:10:27+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Information from Headspace about anxiety for health professionals working with young people.
Resource,Resource,APS bushfire response,https://emergingminds.com.au/resources/aps-bushfire-response/,2021-06-08T08:15:34+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","If you work with communities affected by the bushfires, read this guidelines that include how to prepare for bushfires and recored from them."
Resource,Resource,ARC adoption,https://emergingminds.com.au/resources/arc-adoption/,2021-06-08T08:16:27+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This English website provides links to books and media for both parents and children wanting to learn more about adoption.
Resource,Resource,Asperger’s syndrome,https://emergingminds.com.au/resources/aspergers-syndrome/,2021-06-08T08:19:42+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This website offers information on Asperger's Syndrome (an excerpt from the ebooklet Working with children diagnosed with Asperger's syndrome by Murray Evely and Zoe Ganim.
Resource,Resource,"Assessing, training and recruiting Indigenous carers",https://emergingminds.com.au/resources/assessing-training-and-recruiting-indigenous-carers/,2022-07-14T05:00:30+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read the following publication about specific programs that assess and train Indigenous general and kinship carers.
Resource,Resource,Assessment and engagement with infants and children,https://emergingminds.com.au/resources/assessment-and-engagement-with-infants-and-children/,2022-10-19T03:51:58+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Watch this webinar present strategies to support you to consider the ‘whole child’ when working with infants and children.
Resource,Resource,Assessment and treatment of autism spectrum disorder,https://emergingminds.com.au/resources/assessment-treatment-autism-spectrum-disorder/,2021-06-08T08:30:12+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This booklet provides information for parents and carers about the assessment and treatment of children with autism spectrum disorder (ASD).
Resource,Resource,Assisting unaccompanied youth to integrate,https://emergingminds.com.au/resources/assisting-unaccompanied-youth-to-integrate/,2021-06-08T08:28:34+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read about assisting unaccompanied youth to integrate and adapt and thrive in a new country while maintaining their cultural identity.
Resource,Resource,"At a glance: think child, think parent, think family: a briefing for senior managers",https://emergingminds.com.au/resources/glance-think-child-think-parent-think-family-briefing-senior-managers/,2021-05-26T07:20:51+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","Explore how senior managers can improve the health, wellbeing and life chances of parents with mental illness and their families."
Resource,Resource,Attachment disorders,https://emergingminds.com.au/resources/attachment-disorders/,2021-06-08T09:33:28+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Information for professionals about attachment disorders including reactive attachment disorder and disinhibited social engagement disorder.
Resource,Resource,Attachment in newborns,https://emergingminds.com.au/resources/attachment-in-newborns/,2021-06-08T09:32:21+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","This webpage provides information for parents and carers about creating strong, secure attachments with their newborn baby (0-12 months)."
Resource,Resource,Attachment issues and reactive attachment disorder,https://emergingminds.com.au/resources/attachment-issues-reactive-attachment-disorder/,2021-06-08T09:50:24+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This webpage provides information for parents about attachment issues and reactive attachment disorder in children.
Resource,Resource,"Attachment security, children with disabilities, and the role of early childhood intervention professionals",https://emergingminds.com.au/resources/attachment-security-children-with-disabilities-and-the-role-of-early-childhood-intervention-eci-professionals/,2022-08-12T02:33:47+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Read this short article (adapted from a paper published in Children Australia) about attachment and children with disabilities.
Resource,Resource,"Attachment, behaviour and learning – information for educators",https://emergingminds.com.au/resources/attachment-behaviour-learning-information-educators/,2021-06-08T09:34:45+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",This website offers tools and toolkits specifically designed to help you to help improve children and young people's mental health.
Resource,Resource,Attention Deficit Hyperactivity Disorder (ADHD),https://emergingminds.com.au/resources/attention-deficit-hyperactivity-disorder-adhd-2/,2021-06-08T09:57:32+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",In this website you can find out more about Attention Deficit Hyperactivity Disorder and how to help.
Resource,Resource,Attention Deficit Hyperactivity Disorder (ADHD),https://emergingminds.com.au/resources/attention-deficit-hyperactivity-disorder-adhd-3/,2021-06-08T10:02:30+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Find out more about attention deficit hyperactivity disorder (ADHD). Information for teenagers and young adults.
Resource,Resource,Australian Breastfeeding Association website,https://emergingminds.com.au/resources/australian-breastfeeding-association-website/,2021-06-10T05:06:20+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.","An organisation of people interested in the promotion and protection of breastfeeding. Including breastfeeding women and their partners, health professionals, lactation consultants and midwives."
Resource,Resource,Australian Government Department of Health,https://emergingminds.com.au/resources/australian-government-department-health/,2021-06-10T05:12:50+00:00,"Advancing infant, child and adolescent mental health for over 20 years. | Working together towards better infant and child mental health.",Visit the Australian Government Department of Health's website to find information related to health and mental health.
